Username,Date,source,Comment,processed_comment,word_count,comment_length,dominant_topic,topic_label_short,topic_label,dominant_topic_probability,confidence_cat
@LukmanMaman-s7n,2025-01-08 02:13:11+00:00,CNN,pemerintah pilih kasih bilang aja dananya ngga ada gitu jangan banyak alesan,perintah pilih bilang dana jangan banyak alesan,12,76,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.900118649,Tinggi (≥0.80)
@HalalNIB,2025-01-08 01:27:12+00:00,CNN,ini program prett 1 hanya bisa dikelola katering besar gak mgkn usaha rumah kecil an butuh ruangan besar modal besar kendaraan dll jadi yang besar ya makin besar yang kecil jgn ngarep jadi perputaran ekonomi kerakyatan itu pret disekolahqu yang dapat tender masak ya istrinya orang dinas pendidikan kab malang 2 banyak sisa makanan terbuang sia sia karena gak sesuai selera anak berapa kerugian negara dari makanan yang kebuang sia gak di hitung kan jadi pengelolaan limbah itu pret 3 pengawasan duit nya gmn gak jelas per porsi gak dipatok 10rb lalu brp para katering nakal bisa bermain gmn ngawasinya harusnya per porsi dikasih tau brp hrgnya jadi bisa diawasin kira masuk akal gak menu itu dengan hrgnya jadi ini program boros anggaran rawan manipulatif alias pret,program prett 1 kelola katering besar mgkn usaha rumah kecil buah butuh ruang besar modal besar kendara lainlain besar makin besar kecil jangan ngarep putar ekonomi rakyat pret disekolahqu tender masak istri orang dinas didik kabupaten malang 2 banyak sisa makan buang sia sia sesuai selera anak berapa rugi negara makan buang sia hitung kan kelola limbah pret 3 awas uang bagaimana jelas per porsi patok 10000 lalu berapa katering nakal main bagaimana ngawasinya harus per porsi beri tahu berapa hrgnya diawasin kira masuk akal menu hrgnya program boros anggar rawan manipulatif alias pret,127,767,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.80009079,Tinggi (≥0.80)
@MuhamadHidayat-d5i,2025-01-08 00:52:13+00:00,CNN,sayangnya sekolah swasta banyak yang blm ke bagian ya mungkin bukan rakyat indonesia kali ya keadilannya agak miring ya,sayang sekolah swasta banyak bagi mungkin bukan rakyat indonesia kali adil miring,19,119,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.939052582,Tinggi (≥0.80)
@hermawanjajang8776,2025-01-07 23:30:15+00:00,CNN,cuma d sekolah yang memiliki kedekatan akses saja yang bisa mudah d datangi media dn pejabat sy sendiri ngecek d sekolahyg ada d daerah blm ada tuh program beginiandngn alasan dapur pemerintah daerah blm siapapa ini semua merupakan suatu keadilanyg d daerah maupun d kota semua bayar pajak bossama semuaklo memang blm siap mening nnti saja nubggu berbarengan,d sekolah milik dekat akses mudah d datang media dn jabat sendiri ngecek d sekolahyg d daerah program beginiandngn alas dapur perintah daerah siapapa semua rupa buah keadilanyg d daerah maupun d kota semua bayar pajak bossama semuaklo memang siap ning nubggu bareng,58,358,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.895872474,Tinggi (≥0.80)
@hermawanjajang8776,2025-01-07 23:25:54+00:00,CNN,program mkn siang gratis ternyata yang sudah berjalan itu d sekolahyg akses mudah d datangin media dn pejabat tsbcoba lihat d daerahapa itu sudah berjalanini semua menjadi salah kaprah juga,program makan siang gratis nyata jalan d sekolahyg akses mudah d datangin media dn jabat tsbcoba lihat d daerahapa berjalanini semua jadi salah kaprah,30,189,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.698279381,Sedang (0.60–0.80)
@JunaidiAbbas-w4j,2025-01-07 23:13:28+00:00,CNN,mbg baik namun prateknya ribet kantin sekolah berdampak tutup,baik prateknya rumit kantin sekolah dampak,9,61,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.596860349,Rendah (<0.60)
@tutiastutiastuti8566,2025-01-07 21:54:01+00:00,CNN,badan pangan makan bergizi gratis,badan pangan makan gizi gratis,5,33,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.518737376,Rendah (<0.60)
@tutiastutiastuti8566,2025-01-07 21:51:54+00:00,CNN,ditunggu ya pa parobowo pa gibran orderan makan bergizi kermh sy dapur mamah 3d sy jamain olahan sy bisa dimakan oleh anak anak,tunggu pa parobowo pa gibran order makan gizi kermh dapur mamah 3d jamain olah makan anak anak,23,127,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.943299115,Tinggi (≥0.80)
@tutiastutiastuti8566,2025-01-07 21:50:46+00:00,CNN,saya mau donk orderan makan siang seharga yang ditentukan kepemerintahan kabinat pa pranowo,donk order makan siang harga tentu perintah kabinat pa pranowo,13,91,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.910291493,Tinggi (≥0.80)
@ArifDaniel-u5b,2025-01-07 19:09:00+00:00,CNN,makan gratis memang baikcuma menunya yang kurang baik,makan gratis memang baikcuma menu cukup baik,8,53,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.887765527,Tinggi (≥0.80)
@usmansalehkearahkemanabera4090,2025-01-07 19:08:34+00:00,CNN,makan bergizi mencerdaskan pikiran itu objek materi tanpa dididik bhy manusia kejam mk utama pembentukan karakter kepribadian berperilaku yang baik akhlak seduai suna rasol terdidik outomatis pintar dan pintar blm tentu terdidik spt ilmu disalah gunakan,makan gizi cerdas pikir objek materi didik bhy manusia kejam mk utama bentuk karakter pribadi perilaku baik akhlak dua suna rasol didik outomatis pintar pintar didik spt ilmu salah guna,36,253,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.971592784,Tinggi (≥0.80)
@AbangAde-eq2pe,2025-01-07 18:50:50+00:00,CNN,jika ingin berkomentar tolong disimak dulukarena tidak ada kata kata disebutkan gratis alias makan bergizi gratis,komentar mohon bantu simak dulukarena kata kata sebut gratis alias makan gizi gratis,16,113,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.939060271,Tinggi (≥0.80)
@nodlws,2025-01-07 18:21:46+00:00,CNN,krn disekolah disma tamansiswa medan nelum ada tu padahal anakanaknya banyak yang susah terbantu sekali makan gratis,seko disma tamansiswa medan nelum tu padahal anakanaknya banyak susah bantu sekali makan gratis,17,116,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.933192492,Tinggi (≥0.80)
@digitalnomad_lpg4342,2025-01-07 17:41:10+00:00,CNN,anggaran 8m yang turun ke masyarakat 2m anak indonesia kenyang pejabat kenyang,anggar 8m turun masyarakat 2m anak indonesia kenyang jabat kenyang,12,78,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.587293506,Rendah (<0.60)
@misbahnur4090,2025-01-07 17:08:58+00:00,CNN,ternyata menu makanan bergizi tidak harus mahal dengan menu sederhana saja sudah mencukupi lebutuhan gizi sekali makan semoga berkelanjutan dan semoga jadi program nasional,nyata menu makan gizi mahal menu sederhana cukup lebutuhan gizi sekali makan moga lanjut moga program nasional,24,172,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.540743291,Rendah (<0.60)
@chaguyanakintanboy2081,2025-01-07 16:56:38+00:00,CNN,hancur umkm kantin sekolah sudah sewa kantin mahal bkn untung malah boncos negeri dagelan,hancur umkm kantin sekolah sewa kantin mahal bukan untung malah boncos negeri dagel,14,89,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.490087062,Rendah (<0.60)
@SopirAngkot-d1k,2025-01-07 16:56:03+00:00,CNN,banyak negara barat yang katanya liberal menjalankan program makan siang gratis mungkin makin bergizi masukan ke generasi penerus akan makin liberal karakter mereka,banyak negara barat kata liberal jalan program makan siang gratis mungkin makin gizi masuk generasi terus makin liberal karakter,23,164,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.558773279,Rendah (<0.60)
@andiprasetyio486,2025-01-07 16:34:55+00:00,CNN,jangankan di daerah depok saja belum kejangko itu program hari kedua belum juga ada,jangan daerah depok kejangko program hari dua,14,83,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.476285487,Rendah (<0.60)
@afterwork260,2025-01-07 16:20:30+00:00,CNN,ngapain juga prioritasin umkm bisnis umkm itu kebanyakan bayar gaji karyawan murah di bawah umr tidak manusiawi padahal ownernya udah pada kaya raya indonesia harus beranjak dari prioritas ke bisnis umkm menjadi prioritas ke bisnis formal yang bisa naikin daya beli toh umkm juga bisa alih bisnis ke jadi suplai bahan baku ke dapur2 makan bergizi gratis,ngapain prioritasin umkm bisnis umkm banyak bayar gaji karyawan murah bawah umr manusiawi padahal ownernya kaya raya indonesia anjak prioritas bisnis umkm jadi prioritas bisnis formal naik daya beli umkm alih bisnis suplai bahan baku dapur2 makan gizi gratis,57,353,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.875321805,Tinggi (≥0.80)
@AbinSabrina-x3x,2025-01-07 16:17:14+00:00,CNN,tempatku belum ada makan gratis,tempat makan gratis,5,31,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.80827266,Tinggi (≥0.80)
@Citra-gb6cv,2025-01-07 15:24:21+00:00,CNN,apakah semua sekokah dapet atau sekolah negri saja bagai mana dengan sekolah swastaseperti madrasah,semua seko sekolah negri bagai sekolah swastaseperti madrasah,14,99,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.90067637,Tinggi (≥0.80)
@komangcupak8852,2025-01-07 15:17:33+00:00,CNN,saat berangkat ke sekolah apa yang paling di pikirkan oleh anak anak tersebut pelajaran atau makan,berangkat sekolah paling pikir anak anak sebut ajar makan,16,98,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.920279801,Tinggi (≥0.80)
@tianyek,2025-01-07 15:07:29+00:00,CNN,makan bergizi ok mantap tetapi hapuskan dana bos karena di korupsi oleh kepalah sekolah dan orang dinas laporan spj fiktif bohong turunkan kpk di setiap sekolah gibran,makan gizi mantap hapus dana bos korupsi kepalah sekolah orang dinas lapor spj fiktif bohong turun kpk sekolah gibran,27,167,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.809184492,Tinggi (≥0.80)
@agusfinoramdeny6506,2025-01-07 15:06:26+00:00,CNN,masalahnya program makan bergizi gratis menggunakan apbnuang rakyat,masalah program makan gizi gratis guna apbnuang rakyat,8,67,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.718548298,Sedang (0.60–0.80)
@Surya-kh3kc,2025-01-07 14:45:47+00:00,CNN,cuman makan doank aja harus di uji coba bener2 pemerintahan iq rendha kl uji coba tuh sains dan teknologi baru keren apa susah nya ngasih makan doank ada uang siapapun bisa ngasih mending uang triliunan kayak gitu buat beasiswa anak2 pintar,makan doank uji coba benar perintah iq rendha uji coba sains teknologi baru keren susah ngasih makan doank uang siapa ngasih lebih baik uang triliun buat beasiswa anak2 pintar,41,240,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.344998121,Rendah (<0.60)
@JABAR_ISTIMEWA-tea,2025-01-07 14:45:05+00:00,CNN,program pembunuhan umkm,program bunuh umkm,3,23,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.800162792,Tinggi (≥0.80)
@nilawati1073,2025-01-07 14:26:00+00:00,CNN,menyala sdn mojo vi tetap menginspirasi,nyala sdn mojo vi tetap inspirasi,6,39,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.873340249,Tinggi (≥0.80)
@obitampangallo6958,2025-01-07 14:09:11+00:00,CNN,evaluasinya tdak semua daerah sudah dapat brrti anggarannya dah lebih krna program ini kan harus serentak untuk menyerap anggaran bayangin 800m perhari,evaluasi semua daerah brrti anggar lebih krna program kan serentak serap anggar bayangin 800m hari,22,151,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.945785165,Tinggi (≥0.80)
@latifahnur7839,2025-01-07 13:37:31+00:00,CNN,kalo di sdn benteng dua belum dapat,sdn benteng,7,35,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.550994694,Rendah (<0.60)
@patonipatoni486,2025-01-07 13:28:14+00:00,CNN,di kampung saya belum ada makanan bergizi gratis daerah balaraja sekolah suka murni sd 2 semoga segera dapat,kampung makan gizi gratis daerah balaraja sekolah suka murni sd 2 moga segera,18,108,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.936882079,Tinggi (≥0.80)
@dindaadiningsih9084,2025-01-07 13:27:09+00:00,CNN,alhamdulillah sudah mulai terlaksana secara bertahap gak papa anak anak sekolah ngasih komentar beragam soal rasa makanannya asalkan program ini tetap berjalan dan dilaksanakan daripada berhenti nanti orang orang yang julid makin koar koar,alhamdulillah laksana tahap papa anak anak sekolah ngasih komentar agam soal rasa makan asal program tetap jalan laksana henti orang orang julid makin koar koar,34,239,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.790229857,Sedang (0.60–0.80)
@SaNN2210,2025-01-07 13:10:29+00:00,CNN,aku berharap tidak ada korupsi tapi kalau bener ada korupsi ku pengen tau sikap pak praboowo soal nya program utama mereka maju terus pak praboowo,harap korupsi benar korupsi aku tahu sikap praboowo soal program utama maju terus praboowo,25,146,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.778820515,Sedang (0.60–0.80)
@muhammadsh9389,2025-01-07 13:01:24+00:00,CNN,cuma orang gila yang mengkritik dan gak mau program ini krn hidupnya mungkin selalu enak krn hasil korup orang tuannya pak prabowo,orang gila kritik program hidup mungkin selalu lezat hasil korup orang tuan prabowo,22,130,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.784933209,Sedang (0.60–0.80)
@dindaadiningsih9084,2025-01-07 12:59:04+00:00,CNN,ga seragam mbak bervariasi menunya coba baca berita yang lain deh jangan cepat judge program makan siang gratis dari orang orang lain banyak menunya juga pasti,seragam mbak variasi menu coba baca berita jangan cepat judge program makan siang gratis orang orang banyak menu,26,159,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.958593726,Tinggi (≥0.80)
@dindaadiningsih9084,2025-01-07 12:58:01+00:00,CNN,ga semua murid berkomentar sama kayak krisna kalau krisna gak suka rasanya ya sudah masih banyak murid murid sekolah dari berbagai kota lain yang membutuhkan makan siang indonesia bukan hanya jakarta,semua murid komentar krisna krisna suka rasa banyak murid murid sekolah bagai kota butuh makan siang indonesia bukan jakarta,31,199,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.628766358,Sedang (0.60–0.80)
@clownhipp7066,2025-01-07 12:53:11+00:00,CNN,pak dana covid saat saudara merenggang nyawa saja di korupsitolong yang korup dana makan gratis penerus bangsa di dor saja pak prabowo,dana covid saudara renggang nyawa korupsitolong korup dana makan gratis terus bangsa tembak prabowo,22,134,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.586226225,Rendah (<0.60)
@Anang-x5i,2025-01-07 12:35:06+00:00,CNN,alhamdulillah semoga berkah untuk generasi emas sdn mojo 6 mantapp,alhamdulillah moga berkah generasi emas sdn mojo 6 mantap,10,66,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.545294225,Rendah (<0.60)
@jajakmirasa,2025-01-07 12:34:50+00:00,CNN,nasi kotak rp 30000 per kotak nasi bungkus rp 12000 per bungkus makan bergizi gratis rp 10000 per porsi omonomon,nasi kotak rp 30000 per kotak nasi bungkus rp 12000 per bungkus makan gizi gratis rp 10000 per porsi omonomon,20,112,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.774498641,Sedang (0.60–0.80)
@shanablaze7517,2025-01-07 12:09:18+00:00,CNN,kebijakan makanan bergizi sptnya tdk cocok untuk anak sd atau smp karena mereka jrg ada yang suka sayur lebih suka makananjajanan yang enak drpd sehat contohnya telur gulung cilok bakso cakue snack biskuiitkeripik menurut saya lebih cocok untuk anak sma yang di daerah pelosok krn anak sma biasanya ga sepemilih anak sdsmp kalo soal makan sayur,atur makan gizi sptnya cocok anak sd sekolah tengah pertama jrg suka sayur lebih suka makananjajanan lezat sehat contoh telur gulung cilok bakso cakue snack biskuiitkeripik lebih cocok anak sekolah tengah daerah pelosok anak sekolah tengah biasa pilih anak sdsmp soal makan sayur,56,344,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.634256423,Sedang (0.60–0.80)
@suniafatma503,2025-01-07 11:10:51+00:00,CNN,alhamdulillah sekolah tercinta sudah diliput di media elektronik smg sekolah kami semakin dikenal oleh masyarakat indonesia secara luas dan semoga program mbg ini berjalan dengan lancar aamiin,alhamdulillah sekolah cinta liput media elektronik smg sekolah makin kenal masyarakat indonesia luas moga program jalan lancar aamiin,27,192,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.958002806,Tinggi (≥0.80)
@Irwanjatim,2025-01-07 10:51:17+00:00,CNN,tetangga saya sd di jkrta utara gak ada yang dapat,tetangga sd jkrta utara,10,50,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.805452704,Tinggi (≥0.80)
@suharsooo,2025-01-07 10:49:27+00:00,CNN,sekolah di kampung hanya nontontidak adil,sekolah kampung nontontidak adil,6,41,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.80714941,Tinggi (≥0.80)
@AriSanjaya-k9e,2025-01-07 10:37:12+00:00,CNN,kak di awal presenternya bilang serentak tapi aktualnya belum harusnya kalo serentak sudah berjalan di semua sekolah di indonesia kalo ini namanya uji coba,kak presenternya bilang serentak aktual harus serentak jalan semua sekolah indonesia nama uji coba,24,155,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.587469518,Rendah (<0.60)
@Iway_sri,2025-01-07 10:31:14+00:00,CNN,ladang hujatan provokasi baru sma kaum sakit hati,ladang hujat provokasi baru sekolah tengah kaum sakit asa,8,49,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.920437992,Tinggi (≥0.80)
@walisauqi8575,2025-01-07 10:22:09+00:00,CNN,kami dukung program mbg ini agar anak indonesia lebih cerdassehat dan semangat belajarnya sdn mojo vi225 mengucapkan banyak terimakasih dan bersyukur jika programnya berjalan,dukung program anak indonesia lebih cerdassehat semangat ajar sdn mojo vi225 ucap banyak terimakasih syukur program jalan,24,174,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.953000247,Tinggi (≥0.80)
@hayolo12,2025-01-07 10:20:23+00:00,CNN,sebergizi itu kah 10rb,gizi 10000,4,22,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.742117107,Sedang (0.60–0.80)
@prayitnowibowo2248,2025-01-07 10:16:18+00:00,CNN,pejabat hanya cari muka itu duit negara dari rakyat bayar pajak buat para jurnalis liput juga sekolah disekitarnya di kabupaten bandung masih banyak yang belum katanya serentak pakai duit negara juga nga adli hanya buat gaya dan cari muka pejabat aja,jabat cari muka uang negara rakyat bayar pajak buat jurnalis liput sekolah sekitar kabupaten bandung banyak kata serentak pakai uang negara nga adli buat gaya cari muka jabat,41,250,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.493178964,Rendah (<0.60)
@ORION-djkm,2025-01-07 10:15:37+00:00,CNN,menurut kami sebagai rakyat semesta negara indonesia ini sudah sangat sangat cukup karena ini mirip sekali dengan makanan siswa angkatan darat biasanya menu sayur mayur dan lauk pauk ditambah extra fooding buah yang optimal,rakyat semesta negara indonesia sangat sangat cukup mirip sekali makan siswa angkat darat biasa menu sayur mayur lauk pauk tambah extra fooding buah optimal,34,223,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.545912743,Rendah (<0.60)
@fufutratnas,2025-01-07 09:57:49+00:00,CNN,baru dari channel yang shot mkan bergizi di ntt ada tahu tapi kalo di sini tahu nya pada kemana ya,baru channel shot makan gizi ntt tahu sini tahu,20,98,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.912290692,Tinggi (≥0.80)
@umaruntung6236,2025-01-07 09:56:11+00:00,CNN,makanan bergizi gratisslalu dinanti,makan gizi gratisslalu nanti,4,35,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.782138884,Sedang (0.60–0.80)
@AdityaNugraha-f6g,2025-01-07 09:37:00+00:00,CNN,sediakan kantin umum berbagai pilihan menu makanan yang dsukai ya,sedia kantin umum bagai pilih menu makan dsukai,10,65,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.604234993,Sedang (0.60–0.80)
@korupsi56,2025-01-07 09:31:54+00:00,CNN,ini namanya prabowo menghina orang tua siswa memberi kasih makan siang gratis 10 ribu per anak sedangkan jajan anak2 sekolah saja dikasih orangtuanya minimal 10 ribu dan prabowo jg sudah melanggar janji kampanyenya yang akan memberikan biaya makan siang gratis per anak 25 ribu dengan anggaran 400 t tapi dlm kenyataannya hanya 10 ribu per anak dengan anggaran 71 t per tahun itu artinya prabowo adalah tukang tipu dan koruptor,nama prabowo hina orang tua siswa beri makan siang gratis 10 ribu per anak jajan anak2 sekolah beri orangtuanya minimal 10 ribu prabowo langgar janji kampanye beri biaya makan siang gratis per anak 25 ribu anggar 400 nyata 10 ribu per anak anggar 71 per tahun arti prabowo tukang tipu koruptor,70,427,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.437845469,Rendah (<0.60)
@bayurocky1326,2025-01-07 09:28:20+00:00,CNN,padahal baru permulaan aja udh mulai dikorup lihat nanti sebulan ke depan tinggal lauk secuil doang,padahal baru mula korup lihat bulan depan tinggal lauk cuil,16,99,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.792004943,Sedang (0.60–0.80)
@agungnoorsamsi8832,2025-01-07 09:24:48+00:00,CNN,ini sekolah gua dulu sd angkasa 5 halim perdanakusuma lokasinya di komplek dwikora paskhas 461,sekolah dulu sd angkasa 5 halim perdanakusuma lokasi kompleks dwikora paskhas 461,15,94,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.888576984,Tinggi (≥0.80)
@testakun6000,2025-01-07 09:11:23+00:00,CNN,nanti yang benci pemerintah teriak teriak katanya pilih kasih,benci perintah teriak teriak kata pilih,9,61,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.886997104,Tinggi (≥0.80)
@indomie_cakalang,2025-01-07 09:08:16+00:00,CNN,kirain makanan bergizi beneran,kirain makan gizi benar,4,30,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.794537604,Sedang (0.60–0.80)
@korupsi56,2025-01-07 09:07:47+00:00,CNN,th2lj harusnya prabowo jg menggratiskan resepsi pernikahannya dan hotelnya,th2lj harus prabowo gratis resepsi nikah hotel,9,74,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.863360465,Tinggi (≥0.80)
@aksyah-q4e,2025-01-07 08:56:00+00:00,CNN,lbh baik lauk jgn dikasih ikan takut sm durinya,lbh baik lauk jangan beri ikan takut duri,9,47,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.585481346,Rendah (<0.60)
@Tarso2011,2025-01-07 08:52:59+00:00,CNN,org yang suka mengejek program presiden org ngiri dan org g negarawan titik,org suka ejek program presiden org ngiri org negarawan titik,13,75,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.818617165,Tinggi (≥0.80)
@002_moh.nouvaldy5,2025-01-07 08:52:05+00:00,CNN,hubunganya menpora dengan program makan gratis apa kenapa gak fokus ke ranah timnas misalkan,hubunganya menpora program makan gratis fokus ranah tim nasional misal,14,92,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.912365317,Tinggi (≥0.80)
@ChandraGunawan-k7j,2025-01-07 08:46:41+00:00,CNN,kemungkinan bakal banyak makanan sisa yang terbuang sia2 bocah sd pasti pilih2 makanan gak kaya kita yang penting kenyang,mungkin banyak makan sisa buang sia2 bocah sd pilih2 makan kaya penting kenyang,19,121,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.943986833,Tinggi (≥0.80)
@Hanung440,2025-01-07 08:35:17+00:00,CNN,buat ortu yang masih kesulitan finansial iya tapi buat ortu yang udah mapan ga terlalu berpengaruh bahkan mungkin anakanak orang kaya berfikir mending makan dirumah dengan menu yang mahal dan junk food daripada yang disediakan sekolah,buat orang tua sulit finansial iya buat orang tua mapan terlalu pengaruh bahkan mungkin anakanak orang kaya berfikir lebih baik makan rumah menu mahal junk food sedia sekolah,36,234,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.972641408,Tinggi (≥0.80)
@darahungu,2025-01-07 08:35:10+00:00,CNN,sedangkan susu aja gak di kasih udah cek berita padahal katanya menyehatkan tapikok susu aja gak ada dana berapa 71 tril kan nah susu aja gak ada gitu loh,susu periksa berita padahal kata sehat tapikok susu dana berapa 71 tril kan susu lho,29,154,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.946766794,Tinggi (≥0.80)
@NoeIrawan,2025-01-07 08:34:44+00:00,CNN,berhasil apanyabr 2 hari dan blm seluruh indonesiasekolah2x yang di pelosok daerah tuuuuh kalian perhatikan,hasil apanyabr 2 hari seluruh indonesiasekolah2x pelosok daerah tuuuuh perhati,15,107,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.583857179,Rendah (<0.60)
@Hanung440,2025-01-07 08:31:23+00:00,CNN,biar apa anakanak kecil pada seliweran pake motor matic berisik biar kalo malem pada bikin event drag race nutrisi dulu diperbaiki biar ga banyak anakanak sdm rendah minim iq miris liatnya anakanak kyk gitu pada kyk punk,biar anakanak kecil seliwer pakai motor matic berisik biar malem bikin event drag race nutrisi dulu baik biar banyak anakanak sumber daya manusia rendah minim iq miris liat anakanak punk,37,220,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.967778385,Tinggi (≥0.80)
@BudimanBudi-e4y,2025-01-07 08:26:23+00:00,CNN,banyak pejabat yang munculngrasa hanya setor muka aja terutama yang g ada kaitanya dengan program mbg,banyak jabat munculngrasa setor muka utama kaitanya program,16,101,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.888900638,Tinggi (≥0.80)
@arifriskanurcahyo,2025-01-07 08:20:20+00:00,CNN,semangat untuk sdn mojo 6,semangat sdn mojo 6,5,25,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.847337246,Tinggi (≥0.80)
@Omjoe9,2025-01-07 08:05:18+00:00,CNN,bocil itu selera makannya pilihpilih ponakanku ada yang tiap hari lauknya tempe kriuk sama sekali gak mau sayur ponakanku satunya makannya lahap suka apa saja tapi suka bosen kaum emakemak pasti tahu banget anaknya seperti apa kalau lihat program makan di sekolah jepang anakanak bisa request menu lauk bisa pilih nasi separuh atau sepiring atau sama sekali gak pakai nasi menurutku program ini kurang tepat secara nasional,bocil selera makan pilihpilih ponakan tiap hari lauk tempe kriuk sekali sayur ponakan satu makan lahap suka suka bosan kaum emakemak tahu sangat anak lihat program makan sekolah jepang anakanak request menu lauk pilih nasi tengah piring sekali pakai nasi turut program cukup tepat nasional,67,423,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.982049108,Tinggi (≥0.80)
@evaharyati9085,2025-01-07 08:04:27+00:00,CNN,up lg min kalo udah ada susunya,naik lg admin susu,7,31,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.842867732,Tinggi (≥0.80)
